Unit,County,Agency FDID,Incident ,Incident Date,Exposure,Fire Name,Incident Type ,Property Use,Address/Location,Latitude,Longitude,Cause,Total Loss,Acres Burned,FS Injury,FS Death,Civ Injury,Civ Death
SHU,Shasta,45555,0004886, 05/17/2021,0,WINDING,143,931,23001  Winding WAY PALOCEDRO 96062,40.5604,-122.2105,Equipment,0.00,0.16,0,0,0,0
MMU,Merced,24035,0010134, 05/17/2021,0,GRAVEL PIT RD / SULLIVAN,143,931,  GRAVEL PIT RD/SULLIVAN RD  Gustine 95322,37.2120,-121.0798,Arson,900.00,5.70,0,0,0,0
MEU,Mendocino,23555,0006277, 05/17/2021,0,NELSON,143,961,  Hwy 101  UKIAH_VALLEY 95482,39.0596,-123.1608,Vehicle,0.00,0.45,0,0,0,0
TCU,Tuolumne,55555,0006232, 05/17/2021,0,SULLIVAN,143,951,13411  MONO  Sonora 95370,37.9745,-120.3531,Undetermined,50.00,0.10,0,0,0,0
MMU,Merced,24555,0010157, 05/17/2021,0,SNELLING,143,931,21209  LA GRANGE RD Snelling 95369,37.6067,-120.4502,Vehicle,300.00,0.50,0,0,0,0
NEU,Yuba,58555,0012308, 05/17/2021,0,DOLAN,143,931,  DOLAN HARDING RD/MARYSVILLE RD  LOMA_RICA_FD 95918,39.3215,-121.3459,Undetermined,0.00,0.25,0,0,0,0
NEU,Yuba,58555,0012273, 05/17/2021,0,FRUITLAND,143,931,4818  FRUITLAND RD LOMA_RICA_FD 95901,39.3208,-121.4308,Equipment,0.00,0.01,0,0,0,0
RRU,Riverside,33085,0065964, 05/18/2021,0,LARKSPUR,143,419,618  LAXFORD RD San Jacinto 92583,34.3248,-117.6083,Playing with Fire,"5,000.00",0.01,0,0,0,0
MMU,Merced,24035,0010239, 05/18/2021,0,IRRIGATION,142,655,2941  HWY 59  Merced 95341,37.2439,-120.4957,Debris Burning,0.00,0.30,0,0,0,0
RRU,Riverside,33090,0065916, 05/18/2021,0,AIRPORT,142,931,82225  AIRPORT  La Quinta 92274,33.6370,-116.2225,Equipment,0.00,1.50,0,0,0,0
TGU,Tehama,52030,0005790, 05/18/2021,0,NINETY NINE,143,961,  HWY 99 E  LOSM 96055,40.0964,-122.1020,Undetermined,0.00,0.46,0,0,0,0
MMU,Merced,24035,0010250, 05/18/2021,0,ALVARADO TRL / CANYON RD,143,931,  ALVARADO TRL/CANYON RD  LOS_BANOS 93635,37.2261,-120.9082,Campfire,0.00,2.00,0,0,0,0
MMU,Madera,20010,0010233, 05/18/2021,0,MADERA,143,931,1601  RIVERVIEW DR MADERA_CITY 93637,38.6148,-120.1329,Arson,100.00,12.00,0,0,0,0
RRU,Riverside,33035,0066096, 05/18/2021,0,LEHR,143,931,16870  LEHR DR Lake Elsinore 92530,33.6818,-117.3663,Campfire,0.00,0.25,0,0,0,0
LNU,Napa,28555,0008066, 05/18/2021,0,HARDIN,143,931,4520  HARDIN RD POPE_VALLEY 94574,38.5891,-122.3391,Debris Burning,100.00,0.25,0,0,0,0
SHU,Shasta,45555,0004930, 05/18/2021,0,PHILLIPS,142,419,19544  Mill Creek  OAKRUN 96069,40.7508,-121.9324,Debris Burning,0.00,0.03,0,0,0,0
RRU,Riverside,33110,0065885, 05/18/2021,0,FRANK SINATRA DR / DA VAL,142,940,  Golden State St  Rancho Mirage 92270,33.7726,-116.4409,Miscellaneous,0.00,0.10,0,0,0,0
LNU,Sonoma,49555,0008086, 05/18/2021,0,GRANGE,143,921,3919  GRANGE RD SANTA_ROSA 95404,38.3972,-122.7143,Miscellaneous,0.00,0.01,0,0,0,0
RRU,Riverside,33555,0065927, 05/18/2021,0,GALICIA .,142,940,    Hemet 92544,33.7635,-116.8912,Campfire,0.00,9.00,0,0,0,0
NEU,Placer,31125,0012392, 05/18/2021,0,SHERIDAN,143,419,3805  SHERIDAN LINCOLN  PCF_SHERIDAN 95648,38.9539,-121.3588,Debris Burning,"10,200.00",1.00,0,0,0,0
NEU,Placer,31555,0012401, 05/18/2021,0,MEADOW,173,669,960  MEADOW RD ALTA_FPD 95701,39.3595,-121.3489,Debris Burning,0.00,0.15,0,0,0,0
SHU,Shasta,45555,0004966, 05/19/2021,0,ROBIN,143,931,  HIGHWAY 299  Burney 96013,40.9201,-121.6216,Playing with Fire,0.00,0.01,0,0,0,0
TGU,Tehama,52555,0005833, 05/19/2021,0,PASKENTA 2,143,419,  PASKENTA RD/STEWART RD  WRB 96080,40.1331,-122.2727,Miscellaneous,0.00,0.45,0,0,0,0
RRU,Riverside,33090,0066391, 05/19/2021,0,PARKSIDE,142,931,  Grapefruit  Mecca 92254,33.8348,-116.5138,Undetermined,0.00,17.00,0,0,0,0
BEU,Monterey,27555,0003066, 05/19/2021,0,LAKE,142,931,77001  Interlake  Lockwood 93426,35.8095,-120.9865,Debris Burning,0.00,0.96,0,0,0,0
SCU,Alameda,01555,0003611, 05/19/2021,0,LANDFILL,143,648,10840  Altamont PASS Altamont 95391,37.7639,-121.6512,Miscellaneous,0.00,3.00,0,0,0,0
SCU,Stanislaus,50555,0003599, 05/19/2021,0,OAK,143,960,  Oak flat rd/Diablo grande Pkwy  DEL_PUERTO_CANYON 95363,37.4219,-121.1868,Undetermined,0.00,0.10,0,0,0,0
MVU,San Diego,37555,0009139, 05/19/2021,0,TC - TRAF COLLISION,143,931,28490  LILAC ROAD  VALLEY_CENTER 92082,33.2279,-117.0423,Vehicle,"5,500.00",0.10,0,0,0,0
LNU,Napa,28555,0008118, 05/19/2021,0,MUND,143,931,651  MUND RD DEER_PARK 94574,38.5372,-122.4675,Equipment,0.00,0.40,0,0,0,0
FKU,Fresno,10555,0007413, 05/19/2021,0,TOLL,143,961,17922  TOLLHOUSE RD Clovis 93619,36.9396,-119.5036,Vehicle,0.00,0.50,0,0,0,0
HUU,Del Norte,08555,0004777, 05/19/2021,0,TRINITY WAY,142,931,  Trinity Way  Klamath 95548,41.5051,-123.9923,Undetermined,0.00,2.53,0,0,0,0
BTU,Butte,04555,0006357, 05/19/2021,0,DUNSTONE,143,931,510  DUNSTONE DR Palermo 95966,39.4244,-121.4647,Arson,0.00,4.17,0,0,0,0
LNU,Sonoma,49555,0008144, 05/19/2021,0,DUTCHER,141,419,24965  DUTCHER CREEK RD Cloverdale 95425,38.7414,-122.9893,Electrical Power,0.00,2.50,0,0,0,0
BTU,Butte,04035,0006399, 05/19/2021,0,DURHAM-DAYTON HWY / ESQUO,143,961,1476  DURHAM-DAYTON HWY DRHM 95938,39.6441,-121.7646,Electrical Power,0.00,0.01,0,0,0,0
NEU,Nevada,29555,0012459, 05/19/2021,0,MAIDU,143,419,13842  MAIDU TRL PENN_VALLEY_FPD 95946,39.1662,-121.1723,Debris Burning,0.00,0.40,0,0,0,0
NEU,Nevada,29555,0012421, 05/19/2021,0,MOONEY 2,143,931,10150  Logue LN PENN_VALLEY_FPD 95977,39.2086,-121.2755,Undetermined,0.00,0.86,0,0,0,0
NEU,Placer,31125,0012478, 05/19/2021,0,WISE,143,931,    PCF_PAIGE1 95648,38.9265,-121.3811,Electrical Power,0.00,19.10,0,0,0,0
NEU,Placer,31555,0012479, 05/19/2021,0,OAK,143,400,3745  Oak Tree Ln  SOUTH_PLACER_FD1 95650,38.8189,-121.1751,Equipment,0.00,1.30,0,0,0,0
NEU,Yuba,58555,0012441, 05/19/2021,0,TIMBUCTOO,143,419,8086  TIMBUCTOO RD Smartsville 95977,39.2117,-121.3123,Undetermined,500.00,0.09,0,0,0,0
MMU,Merced,24035,0010429, 05/20/2021,0,OLIVE AV / GROVE AV,143,931,  OLIVE AV  Winton 95388,37.3553,-120.6324,Vehicle,0.00,0.10,0,0,0,0
MMU,Madera,20015,0010379, 05/20/2021,0,MADERA,142,655,  RD 21/AVE 17  MADERA_ACRES 93637,36.9985,-120.1643,Debris Burning,"5,000.00",5.20,0,0,0,0
MMU,Merced,24035,0010344, 05/20/2021,0,3RD AV  STEVENSON,172,655,22314  3RD AVE  STEVENSON 95374,37.3234,-120.9035,Miscellaneous,"1,000.00",0.50,0,0,0,0
MMU,Merced,24035,0010405, 05/20/2021,0,OAK,171,984,5345  OAK AVE Atwater 95341,37.2776,-120.5878,Miscellaneous,"5,000.00",0.20,0,0,0,0
MMU,Madera,20015,0010408, 05/20/2021,0,HIGHWAY,143,962,  HWY 41 N/CHILDRENS BL OFF RAMP  ROLLING_HILLS 93636,36.8730,-119.7885,Vehicle,0.00,0.70,0,0,0,0
TUU,Tulare,54555,0000208, 05/20/2021,0,PLEASANT,143,931,32541  Pleasant Oak DR Springville 93265,36.0931,-118.8494,Equipment,100.00,1.04,0,0,0,0
BDU,San Bernardino,36107,0006247, 05/20/2021,0,VICTORIA,143,936,6601  VICTORIA AVE HIGHLAND_CITY 92346,34.2206,-117.3765,Undetermined,0.00,0.20,0,0,0,0
BDU,San Bernardino,36107,0006251, 05/20/2021,0,CYPRESS,143,936,26054  CYPRESS ST HIGHLAND_CITY 92410,34.1145,-117.2361,Undetermined,"1,000.00",0.50,0,0,0,0
TGU,Tehama,52030,0005873, 05/20/2021,0,MARIPOSA AV  GERBER,143,120,520  MARIPOSA AVE Gerber 96035,40.0594,-122.1489,Playing with Fire,500.00,0.01,0,0,0,0
RRU,Riverside,33120,0066955, 05/20/2021,0,GRAND AV  WILD,142,400,20620  GRAND AVE Wildomar 92595,34.0146,-117.4927,Smoking,0.00,0.01,0,0,0,0
MVU,San Diego,37555,0009209, 05/20/2021,0,ROCKY 2,141,669,  Rocky Pass  PINE_VALLEY 91962,32.8258,-116.5185,Undetermined,0.00,0.25,0,0,0,0
MMU,Merced,24035,0010365, 05/20/2021,0,GUN CLUB,171,655,27435  GUN CLUB RD Gustine 95322,37.2311,-120.9762,Vehicle,"1,000.00",7.50,0,0,0,0
MMU,Merced,24035,0010390, 05/20/2021,0,DUCK,143,900,  W SANTA FE GRADE  DOS_PALOS 93620,37.0152,-120.7481,Equipment,0.00,0.25,0,0,0,0
RRU,Riverside,33110,0066899, 05/20/2021,0,BOB HOPE DR / RAMON RD,141,951,  RAMON RD  Rancho Mirage 92270,34.3647,-116.6863,Undetermined,0.00,0.01,0,0,0,0
TCU,Calaveras,05555,0006335, 05/20/2021,0,CHURCH,143,931,6287  CHURCH ST Paloma 95245,38.2599,-120.7614,Electrical Power,0.00,0.05,0,0,0,0
FKU,Fresno,10032,0007479, 05/20/2021,1,RICE,142,919,10463 N RICE RD Fresno 93730,36.8890,-119.7796,Exposure - Structure,"15,000.00",60.00,0,0,0,0
RRU,Riverside,33085,0066937, 05/20/2021,0,W PARK AV /E OAKLAND AV,143,931,  W PARK AV  San Jacinto 92544,33.7550,-116.9461,Playing with Fire,0.00,1.00,0,0,0,0
TGU,Tehama,52555,0005861, 05/20/2021,0,GYLE,143,600,22035  GYLE RD Corning 96035,40.0082,-122.2140,Debris Burning,0.00,1.57,0,0,0,0
TCU,Calaveras,05555,0006324, 05/20/2021,0,SALT,141,931,  7N09  CALAVERAS_COUNTY 95255,38.4612,-120.1884,Lightning,0.00,0.23,0,0,0,0
BTU,Butte,04555,0006429, 05/20/2021,0,MELODY,143,931,360  MELODY LN Palermo 95966,39.3747,-121.5242,Equipment,0.00,0.24,0,0,0,0
LNU,Sonoma,49555,0008187, 05/20/2021,0,CANYON,143,961,903  CANYON RD Geyserville 95441,38.7083,-122.9245,Equipment,0.00,0.01,0,0,0,0
BTU,Butte,04035,0006443, 05/20/2021,0,SUNNY,142,931,7660  MARTHA LN  Palermo 95965,39.4305,-121.5679,Undetermined,0.00,2.33,0,0,0,0
NEU,Placer,31555,0012602, 05/20/2021,0,LARK,143,931,6905  MEADOWLARK LN PCF_SHERIDAN 95681,38.9983,-121.3528,Equipment,0.00,0.50,0,0,0,0
MMU,Merced,24035,0010435, 05/21/2021,0,CYPRESS AV / WALNUT AV,142,400,6901  MALAGA AV  Winton 95388,37.3878,-120.6275,Debris Burning,0.00,0.10,0,0,0,0
MMU,Madera,20555,0010470, 05/21/2021,0,ROBINHOOD,143,962,33055  ROBINHOOD DR Coarsegold 93614,37.2276,-119.7355,Equipment,0.00,0.01,0,0,0,0
MEU,Mendocino,23555,0006427, 05/21/2021,0,TOMKI,141,669,16500  TOMKI RD REDWOOD_VALLEY 95470,39.3668,-123.2426,Undetermined,"5,200.00",18.00,0,0,0,0
SLU,San Luis Obispo,40555,0006967, 05/21/2021,0,RIVER,142,931,  SM RIVERBED EAST SIDE  SMR_CO 93454,34.9881,-120.4236,Undetermined,0.00,0.30,0,0,0,0
SCU,Santa Clara,43045,0003661, 05/21/2021,0,TENNANT,143,961,  Tennant Ave  SAN_MARTIN_SCC 95037,37.1189,-121.6268,Vehicle,0.00,0.30,0,0,0,0
SHU,Shasta,45555,0005027, 05/21/2021,0,COVE,141,669,  Cove RD Montgomery Creek 96065,40.8601,-121.9322,Debris Burning,0.00,0.25,0,0,0,0
FKU,Fresno,10032,0007519, 05/21/2021,0,CYPRESS,143,419,  E CYPRESS AVE/S MENDOCINO AVE  Parlier 93648,36.6075,-119.5426,Electrical Power,0.00,0.01,0,0,0,0
MVU,San Diego,37555,0009248, 05/21/2021,0,COCHES 2,143,931,  LOS COCHES RD/CAMINO CANADA  Lakeside 92021,33.3687,-117.5147,Undetermined,0.00,2.00,0,0,0,0
MVU,San Diego,37555,0009256, 05/21/2021,0,FRUITVALE,143,931,  HUSTED PL/FRUITVALE RD  VALLEY_CENTER 92082,33.4041,-117.0035,Miscellaneous,0.00,0.50,0,0,0,0
MEU,Mendocino,23555,0006432, 05/21/2021,0,ROAD,143,655,2910  COUNTY RD 110  Hopland 95449,38.7916,-123.1503,Equipment,0.00,0.10,0,0,0,0
NEU,Placer,31555,0012687, 05/21/2021,0,COUNTRY,142,931,2330  COUNTRY LN PCFD 95603,38.9187,-121.1466,Equipment,220.00,0.14,0,0,0,0
MMU,Merced,24035,0010520, 05/22/2021,0,BELCHER AV / TRINIDADE RD,143,960,3650  TRINIDADE RD  CASTLE 95301,37.3339,-120.5719,Undetermined,600.00,0.10,0,0,0,0
MMU,Merced,24035,0010551, 05/22/2021,0,HWY 99  N/ BRADBURY RD OF,143,961,  HWY 99 N  Delhi 95315,37.4291,-120.7736,Vehicle,200.00,1.00,0,0,0,0
MMU,Madera,20010,0010561, 05/22/2021,0,E YOSEMITE AV / TOZER ST,142,946,  TOZER ST  MADERA_CITY 93638,36.9738,-120.0443,Debris Burning,0.00,0.13,0,0,0,0
RRU,Riverside,33080,0067540, 05/22/2021,0,LIMONITE,143,931,  LIMONITE AV/PACIFIC AV  Jurupa Valley 92509,33.6565,-177.4256,Campfire,0.00,0.50,0,0,0,0
MMU,Madera,20015,0010555, 05/22/2021,0,CHOWCHILLA,143,419,19383  RD 19.5  CCWF 93610,37.1412,-120.3269,Playing with Fire,150.00,4.00,0,0,0,0
MVU,San Diego,37555,0009284, 05/22/2021,0,MELODY 2,142,931,  HWY 94  Jamul 91935,32.7167,-116.8710,Arson,0.00,0.10,0,0,0,0
MVU,San Diego,37555,0009323, 05/22/2021,0,BIA,142,931,  BIA 52/BIA 54  Santa Ysabel 92070,33.2471,-117.0704,Arson,0.00,0.25,0,0,0,0
MVU,San Diego,37555,0009303, 05/22/2021,0,DEER 5,142,931,  I 15 S/DEER SPRINGS RD  DEER_SPRINGS 92026,33.2633,-117.1542,Vehicle,0.00,7.00,0,0,0,0
MVU,San Diego,37555,0009315, 05/22/2021,0,PACIFIC 3,142,931,  Chariot Truck Trail x Pacific  Julian 92036,33.0121,-116.5303,Campfire,0.00,0.19,0,0,0,0
SHU,Shasta,45555,0005050, 05/22/2021,0,WOODMAN,143,931,  HWY 299 E/WOODMAN LN  BELLAVISTA 96008,40.6895,-122.1206,Vehicle,0.00,0.50,0,0,0,0
MMU,Merced,24035,0010550, 05/22/2021,0,EAST AV  BALLICO,143,931,6800  EAST AVE Ballico 95303,37.5034,-120.6124,Electrical Power,"4,000.00",1.00,0,0,0,0
MVU,San Diego,37555,0009304, 05/22/2021,0,INVESTIGATION - FD,143,960,11067  OLD CASTLE RD VALLEY_CENTER 92082,33.4229,-117.1563,Vehicle,0.00,0.01,0,0,0,0
MMU,Merced,24035,0010603, 05/23/2021,0,REYNOLDS,143,962,  REYNOLDS AV/BLOSSOM ST  DOS_PALOS 93620,63.9861,-120.6447,Miscellaneous,0.00,0.10,0,0,0,0
MMU,Merced,24035,0010605, 05/23/2021,0,SOUTH,143,961,  HWY 99 S/SOUTH AV OFF RAMP  Delhi 95315,37.4267,-120.7731,Arson,0.00,0.50,0,0,0,0
MMU,Madera,20010,0010608, 05/23/2021,0,MERCED ST / ELLIS ST,143,400,  Meadow Lark Way  MADERA_CITY 93638,36.9859,-120.0531,Arson,0.00,0.25,0,0,0,0
MMU,Merced,24005,0010613, 05/23/2021,0,HEATHER GLEN LN  ATWATER_,143,936,3236  HEATHER GLEN LN ATWATER_CITY 95301,37.3817,-120.6133,Equipment,0.00,0.20,0,0,0,0
RRU,Riverside,33090,0068314, 05/23/2021,0,DALE,143,936,  3RD ST/DALE KILER RD  Mecca 92254,33.9518,-116.1172,Campfire,0.00,0.20,0,0,0,0
BDU,San Bernardino,36555,0006408, 05/23/2021,0,MINES,143,931,10800  MINES RANCH RD VICTORVILLE_AREA 92392,34.4536,-117.4261,Vehicle,0.00,0.10,0,0,0,0
RRU,Riverside,33115,0068144, 05/23/2021,0,RANCHO,143,961,  I 15 NNORANCHO CALIFORNIA RD O  Temecula 92591,33.5020,-117.1517,Vehicle,0.00,0.25,0,0,0,0
SLU,San Luis Obispo,40555,0007112, 05/23/2021,0,VERDE,143,400,5225  HWY 41  Creston 93446,35.5337,-120.5176,Equipment,500.00,0.25,0,0,0,0
SHU,Shasta,45086,0005090, 05/23/2021,0,SMITH,143,931,    STA43 96002,40.5203,-122.3319,Equipment,0.00,0.23,0,0,0,0
MVU,San Diego,37555,0009374, 05/23/2021,0,BLAIR,142,935,  BLAIR VALLEY  AGUA_CALIENTE 92036,33.0389,-116.6775,Campfire,2.00,0.10,0,0,0,0
SCU,Santa Clara,43555,0003698, 05/23/2021,0,C42,142,931,  Calaveras Road  SPRING_VALLEY 95035,37.4773,-121.8320,Undetermined,0.00,0.10,0,0,0,0
SCU,Santa Clara,43555,0003713, 05/23/2021,0,CALAVERAS 4,142,931,  Calaveras Road  SPRING_VALLEY 95035,37.4540,-121.8302,Undetermined,0.00,0.05,0,0,0,0
TCU,Tuolumne,55555,0006441, 05/23/2021,0,CHERRY,142,931,17807  TUOLUMNE RD TUOLUMNE_CITY 95379,38.5951,-120.4041,Undetermined,0.00,0.01,0,0,0,0
TCU,Tuolumne,55555,0006461, 05/23/2021,0,ZORRO,143,419,8387  MILPITAS  DON_PEDRO 95329,37.7165,-120.4660,Equipment,0.00,0.01,0,0,0,0
NEU,Nevada,29555,0012829, 05/23/2021,0,PERIMETER,143,931,17089  PERIMETER RD HIGGINS_FPD 95949,39.0707,-121.1856,Vehicle,0.00,1.00,0,0,0,0
NEU,Placer,31125,0012790, 05/23/2021,0,FIDDYMENT,143,931,  SUNSET BL/CINCINNATI AV  PCF_PAIGE1 95765,38.8393,-121.3173,Under Investigation,0.00,53.00,0,0,0,0
NEU,Placer,31125,0012812, 05/23/2021,0,FIDDYMENT,143,931,  FIDDYMENT RD/SUNSET BL W  PCF_PAIGE1 95747,38.6442,-121.3495,Vehicle,0.00,0.13,0,0,0,0
RRU,Riverside,33085,0068642, 05/24/2021,0,WESTERN,142,931,1526  WESTERN VILLAGE DR San Jacinto 92583,33.8094,-116.9633,Undetermined,0.00,0.50,0,0,0,0
MMU,Madera,20010,0010714, 05/24/2021,0,MIRA LOMA WY / TOZER ST,143,931,  MIRA LOMA WY/TOZER ST  MADERA_CITY 93638,36.9493,-120.0374,Electrical Power,0.00,0.01,0,0,0,0
MMU,Madera,20555,0010694, 05/24/2021,0,PRIEST,143,931,56286  PRIEST RD NORTH_FORK 93643,37.2239,-119.5227,Debris Burning,"1,400.00",2.00,0,0,0,0
RRU,Riverside,33555,0068924, 05/24/2021,0,RIVERSIDE DR / ROSE AV,143,936,  RIVERSIDE DR/ROSE AV  Lake Elsinore 92530,33.6879,-117.3612,Undetermined,0.00,0.25,0,0,0,0
MVU,San Diego,37555,0009444, 05/24/2021,0,FERNBROOK,142,931,14016  FERNBROOK DR Ramona 92065,32.9663,-116.9121,Equipment,0.00,2.00,0,0,0,0
MMU,Merced,24555,0010670, 05/24/2021,0,WALTZ,143,931,  WALTZ RD/INDIAN GULCH EXT  Planada 95333,37.3898,-120.2576,Miscellaneous,0.00,0.10,0,0,0,0
MMU,Merced,24035,0010717, 05/24/2021,0,SANTA FE,143,655,  SANTA FE DR/HWY 59 N  MERCED_CITY 95348,37.3215,-120.5072,Arson,0.00,0.50,0,0,0,0
RRU,Riverside,33054,0068970, 05/24/2021,0,BRIDGE,143,961,  SUNNYMEAD BL/HEACOCK ST  Moreno Valley 92553,34.5651,-117.4063,Undetermined,0.00,0.25,0,0,0,0
MMU,Merced,24035,0010769, 05/25/2021,0,BRADBURY RD / LEE RD,143,931,  BRADBURY RD/LEE RD  Ballico 95303,37.7587,-121.0920,Arson,0.00,1.00,0,0,0,0
MMU,Merced,24035,0010773, 05/25/2021,0,HWY 99  S/ FRANKLIN RD OV,143,961,  HWY 99 S/  Atwater 95348,37.3193,-120.5367,Smoking,0.00,0.01,0,0,0,0
MMU,Merced,24035,0010764, 05/25/2021,0,E CONE AV  MERCED,143,807,500 E CONE AVE Merced 95341,37.2837,-120.4754,Undetermined,"1,000.00",0.01,0,0,0,0
MMU,Merced,24035,0010788, 05/25/2021,0,SILAGE,171,659,7614  HWY 59  EL_NIDO 95341,37.1750,-120.4826,Miscellaneous,"5,000.00",0.01,0,0,0,0
MMU,Merced,24035,0010764, 05/25/2021,1,,143,807,500 E CONE AVE Merced 95341,37.2837,-120.4754,Exposure - Other,"1,000.00",0.01,0,0,0,0
RRU,Riverside,33555,0069183, 05/25/2021,0,CALVARY,142,962,30235  MAHOGANY ST Winchester 92563,33.6142,-117.1339,Undetermined,0.00,0.10,0,0,0,0
LNU,Napa,28555,0008458, 05/25/2021,0,AIRPORT,171,655,1  AIRPORT WAY Angwin 94508,38.5767,-122.4336,Equipment,0.00,0.02,0,0,0,0
RRU,Riverside,33115,0069320, 05/25/2021,0,CHATEAU CT / EL CHIMISAL,142,962,  CHATEAU CT/EL CHIMISAL RD  Temecula 92592,33.4695,-177.7444,Playing with Fire,500.00,0.10,0,0,0,0
RRU,Riverside,33090,0069160, 05/25/2021,0,64TH,142,931,89539  AVE 64  Thermal 92274,33.5776,-116.1011,Arson,0.00,22.00,0,0,1,0
SLU,San Luis Obispo,40555,0007189, 05/25/2021,0,PILITAS,142,419,4510  LAS PILITAS RD SANTA_MARG_CO 93453,35.3567,-120.4925,Miscellaneous,0.00,0.01,0,0,0,0
BEU,Monterey,27555,0003167, 05/25/2021,0,EAST,143,962,33732 E CARMEL VALLEY RD CACHAGUA 93924,36.4331,-121.6599,Equipment,0.00,0.10,0,0,0,0
SHU,Shasta,45086,0005158, 05/25/2021,0,SKYCREST WY  PALOCEDRO,173,965,9345  SKYCREST  PALOCEDRO 96073,40.5591,-122.2383,Arson,0.00,0.10,0,0,0,0
MMU,Merced,24035,0010768, 05/25/2021,0,VINCENT RD  DELHI,143,931,10055  VINCENT RD Delhi 95315,37.4341,-120.7773,Vehicle,0.00,0.10,0,0,0,0
MVU,San Diego,37555,0009509, 05/25/2021,0,QUINCY,142,962,1228  QUINCY CANYON RD Barona 92040,32.9301,-116.8636,Arson,0.00,0.25,0,0,0,0
TCU,San Joaquin,39558,0006545, 05/25/2021,0,DUCK,143,931,  E COPPEROPOLIS RD  Farmington 95230,37.9708,-120.9413,Vehicle,200.00,3.00,0,0,0,0
TCU,San Joaquin,39558,0006555, 05/25/2021,0,FLOOD,143,931,8020 N WAVERLY RD LINDEN_PETERS 95236,38.0472,-120.9644,Equipment,200.00,2.50,0,0,0,0
TCU,Tuolumne,55555,0006533, 05/25/2021,0,HWY 108  / CHABROULLIAN L,143,965,  HWY 108  Sonora 95327,37.9623,-120.4077,Undetermined,0.00,0.10,0,0,0,0
MMU,Merced,24035,0010843, 05/26/2021,0,MEADOW DR  CRESSEY,143,931,7967  MEADOW DR Cressey 95388,37.4281,-120.6254,Miscellaneous,200.00,1.00,0,0,0,0
MMU,Madera,20010,0010822, 05/26/2021,0,NOBLE ST  MADERA_CITY,143,940,525  NOBLE ST MADERA_CITY 93637,36.9483,-120.0694,Equipment,0.00,0.10,0,0,0,0
MMU,Madera,20555,0010872, 05/26/2021,0,HWY 41  / RD 200,143,961, S 41 HWY ONEALS 93614,37.0570,-119.7718,Vehicle,0.00,0.10,0,0,0,0
MMU,Madera,20555,0010874, 05/26/2021,0,HWY 41  / RD 208,143,961, S 41 HWY TESORO_VIEJO 93636,37.0315,-119.7867,Vehicle,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0069892, 05/26/2021,0,MONROE,173,655,82391  AIRPORT  La Quinta 92274,33.6417,-116.2282,Miscellaneous,0.00,0.05,0,0,0,0
RRU,Riverside,33080,0069517, 05/26/2021,0,GOLDEN WEST AV / 45TH ST,142,931,  4405 OPAL ST  Jurupa Valley 92509,34.6600,-117.7144,Undetermined,0.00,0.10,0,0,0,0
MVU,San Diego,37555,0009573, 05/26/2021,0,VALLEY,142,931,  RINCON HILLTOP VIEW RD  Rincon 92082,33.2552,-116.9630,Vehicle,"20,500.00",0.20,0,0,0,0
MMU,Madera,20015,0010845, 05/26/2021,0,AVE 15  / RD 23,143,931,  AVE 15/RD 23  Madera 93637,36.9668,-120.1281,Campfire,0.00,3.00,0,0,0,0
MVU,San Diego,37555,0009574, 05/26/2021,0,EMERY,142,931,639  EMERY RD Potrero 91980,32.5919,-116.6228,Undetermined,0.00,0.50,0,0,0,0
MVU,San Diego,37555,0009598, 05/26/2021,0,HIDE AWAY,142,400,  CB 79-177  Julian 92036,33.0490,-116.5703,Miscellaneous,0.00,0.01,0,0,0,0
SHU,Shasta,45086,0005198, 05/26/2021,0,KNIGHTON,143,961,  EXIT 673 KNIGHTON  STA43 96002,40.5107,-122.3418,Equipment,0.00,0.10,0,0,0,0
MMU,Merced,24035,0010836, 05/26/2021,0,MITCHELL RD  HILMAR,143,931,7810  MITCHELL RD Hilmar 95324,37.6701,-120.9406,Equipment,500.00,0.01,0,0,0,0
MMU,Merced,24020,0010864, 05/26/2021,0,HWY 99  N/ HAMMATT AV OFF,143,961,  HWY 99 N/HAMMATT AV OFF RAMP  LIVINGSTON_CITY 95334,37.3822,-120.7071,Vehicle,0.00,0.25,0,0,0,0
MMU,Madera,20015,0000008, 05/26/2021,0,FOREST,142,931,  HWY 41/RD 630  SIERRA_NATIONAL_FORE 93644,37.4156,-119.6265,Arson,0.00,0.01,0,0,0,0
MVU,San Diego,37047,0009585, 05/26/2021,0,HARRISON,142,400,3948 hwy  HARRISON PARK RD/HWY 79  Julian 92036,33.0490,-116.5703,Debris Burning,0.00,0.01,0,0,0,0
LNU,Sonoma,49555,0008494, 05/26/2021,0,BODEGA AVE / KING RD,143,961,5303  BODEGA AVE Petaluma 94952,38.2635,-122.7206,Vehicle,0.00,0.01,0,0,0,0
LNU,Sonoma,49555,0008523, 05/26/2021,0,WILD,142,931,6413  HWY 12  SANTA_ROSA 95409,38.4500,-122.6152,Equipment,0.00,0.56,0,0,0,0
LNU,Sonoma,49555,0008516, 05/26/2021,0,WEST,142,UUU,  MARK WEST SPRINGS RD  SANTA_ROSA 95404,38.5073,-122.7223,Vehicle,0.00,2.00,0,0,0,0
LNU,Sonoma,49555,0008530, 05/26/2021,0,GROVE,143,400,19330  NAJM LN Sonoma 95476,38.2932,-122.5139,Undetermined,0.00,8.40,0,0,0,0
